time,y,z,delta_y,delta_t,Vy,Impacto
1.368,612.32245,980.15295,28.244140000000016,0.02400000000000002,1176.8391666666662,1087.2835084298313
1.392,639.24072,980.14801,26.918270000000007,0.0239999999999998,1121.594583333343,1091.9055917326882
1.416,664.83289,980.14179,25.59217000000001,0.02400000000000002,1066.3404166666662,1095.1977072936465
1.44,689.09863,980.13446,24.265739999999937,0.02400000000000002,1011.0724999999965,1097.1578434858081
1.464,712.03772,980.12622,22.93909000000008,0.02400000000000002,955.7954166666691,1097.7876300987741
1.488,733.65008,980.11731,21.612359999999967,0.02400000000000002,900.5149999999978,1097.0893414102084
1.512,753.93567,980.10785,20.285589999999956,0.02400000000000002,845.2329166666641,1095.063610070881
1.536,772.89441,980.09802,18.958740000000034,0.02400000000000002,789.9475000000007,1091.7096834300278
1.56,790.52643,980.08795,17.63202000000001,0.02400000000000002,734.6674999999998,1087.0312229041547
1.584,806.83173,980.07776,16.30529999999999,0.02400000000000002,679.3874999999989,1081.0260423782815
1.608,821.81049,980.06763,14.978759999999966,0.02400000000000002,624.114999999998,1073.6973487808443
1.632,835.46289,980.05768,13.652400000000057,0.0239999999999998,568.8500000000072,1065.0453221118473
1.656,847.78906,980.0481,12.326169999999934,0.02400000000000002,513.5904166666635,1055.069251557824
1.68,858.78943,980.03894,11.000370000000089,0.02400000000000002,458.3487500000033,1043.7746119995159
1.704,868.46411,980.03046,9.674679999999967,0.02400000000000002,403.1116666666649,1031.1561322308025
1.728,876.81342,980.02277,8.349309999999946,0.02400000000000002,347.8879166666641,1017.2176636681996
1.752,883.83777,980.01593,7.024350000000027,0.02400000000000002,292.68125000000083,1001.961129775925
1.776,889.53735,980.01025,5.699579999999969,0.02400000000000002,237.4824999999985,985.3830209747749
1.8,893.91248,980.00574,4.375130000000013,0.02400000000000002,182.29708333333372,967.4858433797351
1.824,896.96503,980.0025,3.0525499999999965,0.02400000000000002,127.18958333333308,948.2975322078909
1.848,898.78577,980.00067,1.8207400000000007,0.02400000000000002,75.86416666666663,929.4038237812633
1.872,899.67816,980.00006,0.8923900000000913,0.02400000000000002,37.18291666667044,914.6848303724115
1.896,899.97321,980.0,0.2950499999999465,0.0239999999999998,12.293749999997875,904.934850194734
1.92,900.0,980.0,0.02679000000000542,0.02400000000000002,1.116250000000225,900.4505078488967
1.944,899.99945,979.99921,-0.0005499999999756255,0.02400000000000002,-0.022916666665651043,899.9902010520015
