time,y,z,delta_y,delta_t,Vy,Impacto
1.2,386.8103,580.00458,37.50722999999999,0.02400000000000002,1562.8012499999984,832.5135855643969
1.224,422.99704,580.00488,36.18674000000004,0.02400000000000002,1507.7808333333337,853.0087713879111
1.248,457.862,580.00513,34.864959999999996,0.02400000000000002,1452.7066666666651,872.166847973878
1.272,491.40414,580.00525,33.54213999999996,0.02400000000000002,1397.5891666666637,889.9897461047686
1.296,523.62256,580.00525,32.21842000000004,0.02400000000000002,1342.4341666666671,906.478229418768
1.32,554.51648,580.00525,30.89391999999998,0.02400000000000002,1287.2466666666646,921.6329438914584
1.344,584.08527,580.00513,29.568790000000035,0.02400000000000002,1232.032916666667,935.4550419923253
1.368,612.32837,580.00494,28.243099999999913,0.02400000000000002,1176.7958333333286,947.9447955404565
1.392,639.24548,580.00476,26.917110000000093,0.0239999999999998,1121.5462500000133,959.1049941496303
1.416,664.8363,580.00452,25.590820000000008,0.02400000000000002,1066.2841666666661,968.9353378198307
1.44,689.10065,580.00427,24.264349999999922,0.02400000000000002,1011.0145833333291,977.4370725266551
1.464,712.03833,580.00397,22.93768,0.02400000000000002,955.7366666666659,984.6097606075057
1.488,733.64929,580.00366,21.610959999999977,0.02400000000000002,900.4566666666649,990.4551345318608
1.512,753.93359,580.0033,20.28430000000003,0.02400000000000002,845.1791666666671,994.9745614440099
1.536,772.89124,580.00299,18.957650000000058,0.02400000000000002,789.902083333335,998.1674571874573
1.56,790.52234,580.00269,17.631099999999947,0.02400000000000002,734.6291666666638,1000.0349912438912
1.584,806.82703,580.00232,16.30469000000005,0.02400000000000002,679.3620833333348,1000.5777789385111
1.608,821.80536,580.00201,14.978329999999914,0.02400000000000002,624.0970833333292,999.7948007896221
1.632,835.45764,580.00171,13.652280000000019,0.0239999999999998,568.8450000000056,997.6894564110005
1.656,847.784,580.0014,12.326360000000022,0.02400000000000002,513.5983333333338,994.2597368392592
1.68,858.78473,580.00116,11.000729999999976,0.02400000000000002,458.3637499999986,989.5078333751844
1.704,868.46002,580.00085,9.675290000000018,0.02400000000000002,403.13708333333375,983.432747705788
1.728,876.81012,580.00067,8.350099999999998,0.02400000000000002,347.92083333333295,976.035442818861
1.752,883.8352,580.00043,7.025080000000003,0.02400000000000002,292.71166666666653,967.3151380640141
1.776,889.53565,580.00031,5.700450000000046,0.02400000000000002,237.51875000000172,957.2748377298213
1.8,893.91144,580.00018,4.375789999999938,0.02400000000000002,182.3245833333306,945.9095209017303
1.824,896.9646,580.00006,3.053160000000048,0.02400000000000002,127.2150000000019,933.2456968273001
1.848,898.78565,580.0,1.8210500000000138,0.02400000000000002,75.87708333333384,920.4254236696912
1.872,899.6781,580.0,0.8924499999999398,0.02400000000000002,37.185416666664125,910.2831992622467
1.896,899.97321,580.0,0.2951100000000224,0.0239999999999998,12.296250000001036,903.4800404591654
1.92,900.0,580.0,0.02679000000000542,0.02400000000000002,1.116250000000225,900.3183490495105
1.944,899.99963,580.00165,-0.0003699999999753345,0.02400000000000002,-0.015416666665638923,899.9952332419443
